prNumber,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,corpus
powertoys-9579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,       ( is include in the pr:  tilde recognized as user home directory as powershell does  :  - open pt run- type `~`- should be recognized as user home directory `%userprofile%`   -       #9578-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9691,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,     :  - use list instead of dictionary for `pluginmanagernonglobalplugins` it allows showing results from more than one plugin for the action keyword- removed `search` and `terms` arguments from `query` as they can be calculated from the other two- removed ref form `querybuilderbuild`- `querybuildershouldremoveextraspacesfordisablednonglobalplugin` test is redundant as there is not consumers of `querybuilderbuild` that expect `querytext` to be normalized when there is no plugins- added `querybuildershouldreturnallpluginswiththeactionword` test for new functionality  :  - try to assign the same action keys for few plugins- test for regressions   -       #9657-     **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,      fixes arguments parsing in the new settings app   :    :  check that settings app is working as expected   -     ** #9758 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9917,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,      log first run  :    :     -     ** #9915-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-9925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      log events:* when specific oobe sections are entered/exited* access to linked settings pages* powertoys launched while oobe window is active  :    :     -     ** #9915 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,      shell history stores a resolved version of the command eg the query `> %appdata%` is saved in the shell history as `c:\users\someuser\appdata\roaming`  :  modified `microsoftpluginshellmainprepareprocessstartinfo()` to remember the raw command (trimmed) instead of the resolved command  :  1 open run1 query `> %appdata%` hit enter to execute the command1 open run type in `> %app`1 `%appdata` should show up in the history (  -     ** #3494-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,   one member of canvaslayoutmodel was not initialized when a new layout is created leading to some bugs like #9330 this pr should fix that  :  a new canvaslayoutmodel constructor which is called when a new layout is created it sets the reference width/height for the layout  :  create new layouts use old layouts try switching between monitors especially if they have different resolutions or dpis this pr also fixes an issue when the option to span zones across monitors is used   -       #9330-     **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      sometimes plugins list is not shown in the settings because plugins were not loaded yet we show a warning message and update settings when they are loaded  :  - show warning plugins are loading when list of plugins are empty- file watcher for settingsjson file  :  - disable powertoys run- exit powertoys- delete `powertoys run\settingsjson`- start powertoys- go to powertoys run page- enable powertoys run- verify that plugins are loading warning is shown and the page eventually get updated with pluginsextra testing:- open powertoys on powertoys run page- chage settings in `powertoys run\settingsjson` file- verify that changes are propagated to the page   -     ** #9916-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10297,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,      * disabled layout hotkeys assignment for templates* reverted saving uuid in the `zones-settingsjson` for template layouts  :    :     -     ** #10296-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,   use the escape key to exit the colour editor ui i wasnt sure if this was the right way to do this but using other methods didnt produce a reliable result especially when opening the ui from the picker and not interacting with it escape wouldnt actually work   use the escape key to exit the colour editor ui  :  add additional methods to detect and close the ui  :  manual testing   -     ** #9696-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10348,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,      add tooltip to vscode workspaces plugin for powertoys run  :  tooltips  : move the mouse over a result of vscode workspaces    -     ** #3547-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      according to  we get null reference exception  in  that the variable `currentlypressedkeys` is initialized at the beginning of the method  :    :  we do not have   thioreticly it is possible to get that exception if the first keyboard event captured by colorpicker is keyup furthermore from  we can see that it is possible   -     ** #9573-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,      change colorpickers logs path to `microsoft\powertoys\colorpicker\logs`  :    :  check that logs are written to the new location   -     ** #10359-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      we get a lot of glitches while updating plugins in the plugin manager it happens because the view is completly rerendered on every change  :  - ovverided equal facilities for `baseptmodulesettings`- move reading settings and comparing  out of ui thread- do not update the view if it is up to date  :  - check that glitches are gone- check that the view is updated on settings change   -     ** #10404-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10500,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,      fz editor could crash on layout rendering if the layout has negative width/height or row/column percentage values are checked on the layout parsing from `zones-settingsjson` and the user gets notified that some layout is malformed  :    :     -     ** #10499-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,   colorpicker captures the mouse scroll event while active the event should not be forwarded to other apps in the future we will consider adding an option to only capture scroll events while ctrl is pressed     :  returning -1 from the hook when scrolling achieves the effect  :  use colorpicker above a browser or any other app which responds to scroll events also try moving the mouse away from the zoomed-in preview panel and scroll   -     ** #5746 -   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10515,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,      it does not make sense to load the plugin when it is disabled for example plugin loading always fails and show annoying popup a user wants to disable a plugin in order not to see that popup againwe do not load a plugin if it is disabled and we do not unload a plugin if it is disabled from the plugin manager  :  - do not load a plugin if it is disabled- move loading and initializing code to `pluginpair`- do not stop loading plugins if one of them failed- delete distinguishing between debug and release loading- localize dialog messages  :  - artificially fail a plugin for example throw in the constructor or init method- verify that plugin failed to load at startup a dialog message has to be shown- go to settings and disable that plugin- restart powertoys- verify that plugin is not loaded a dialog message is not shown and it is not possible to invoke it from pt runtest the plugin manager and pt run for regressions   -     ** #10405-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
powertoys-10517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      ![glitch]( should not update settings three times when in reality only one property changes  :    :  verify that glitch is gone   -     ** #10498-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (  
