issueNumber,prNumber,Util,Network,i18n,Test,IO,corpus
5628.0,6519,1.0,0.0,1.0,1.0,1.0,connectableflowable connetableobservabe redesign this pr changes the connectable api to have a specific reset method to reset a terminated connectable source as part of the official apiin x when publish terminated it reset itself to a fresh state which could lead to late consumers not receiving events as there might be no one to call connect again see however replay did not reset itself thus late consumers got the cached events however a reconnect started the sequence and new consumers may have missed itemsin x this two corner cases have been by the introduction of reset both publish and replay now remain in their terminated state until reset is called if the connection is disposed it will automatically reset their state just like before the state transitions are as follows fresh connect running oncomplete onerror terminated reset fresh fresh connect running dispose fresh fresh connect running oncomplete onerror terminated dispose fresh fresh connect running oncomplete onerror terminated connect running this does resolve the race condition with publish refcount described in in addition there are some changes to flowablepublish s behavior it no longer keeps consuming the upstream if there are no subscribers this implies if the source terminates while there are unconsumed items in the internal buffer those will be available for observation i have no strong preference on this property and in comparison observablepublish drops items because there is no backpressure buffer in its implementation upstream errors are not reported to the rxjavapluginsonerror handler when if there are no subscribers but have to be observed via a subscriber because terminal events are available until reset now we cant know really if there is going to be a subscriber or not however it might be possible to detect the no consumer case upon an error and still report it when reset or dispose is called resolves merging
6518.0,6528,1.0,0.0,0.0,1.0,1.0,rename test methods and enable the check no coverage uploaded for pull request base x edb f click here to learn what that means n a x coverage complexity files hits misses partials continue to review full report at codecov legend click here to learn more î´ absolute impact ã¸ not affected missing data last update edb f e a read the comment docs
647.0,6532,1.0,0.0,1.0,1.0,1.0,add eager truncation to bounded replay to avoid item retention this pr adds the eagertruncate option to the replay operator so that the head node will lose the item reference it holds upon truncationthe bounded buffers in replay implement a linked list that when truncated moves the head reference forward along the links atomically this allows late consumers to pick up the head and follow the links between them to get items replayed however the truncation may happen concurrently with a consumer working on some prior nodes so if the truncation would null out the value the consumer reaching the same node would see null as well and fail avoid this type of retention the head node has to be refreshed with a new node still pointing to the next node in the chain but without any value image reason this is not the default is that it requires an additional allocation for each new incoming value when the buffer is full which would reduce performance in cases where the excess retention is not a problemoverloads to both the direct and function variants of both flowablereplay and observablereplay have been added to avoid too many overloads only one extra overload has been added extending the signature of the longest parameterized method per each bounds mode size time time size their unit test files have been cloned so that both the non eager original behavior and the eager behavior is tested separately merging
6543.0,6544,1.0,0.0,0.0,0.0,1.0,fixing version tag on schedulersfrom executor boolean updating the version tag on schedulersfrom executor boolean since it was promoted merging
655.0,6564,1.0,0.0,1.0,1.0,1.0,remove buffer window with supplier & onexceptionresumenext this pr removes kinds of operators that had no noticeable use bases or use cases on their own in the past years buffer supplier supplier window supplier int onexceptionresumenext resolves merging
6554.0,6564,1.0,0.0,1.0,1.0,1.0,remove buffer window with supplier & onexceptionresumenext this pr removes kinds of operators that had no noticeable use bases or use cases on their own in the past years buffer supplier supplier window supplier int onexceptionresumenext resolves merging
6576.0,6577,1.0,0.0,0.0,0.0,1.0,observableblockingsubscribe compares blockingobserverterminated with wrong object compare with v instead of o merging
658.0,6589,1.0,0.0,0.0,1.0,1.0,create a base test class and have all unit tests extend it this commit creates the rxjavatest class defining a defaulttimeout to minutes an ignored test announce itself for eachrunning class extending it preventing travis ci from killing thebuildhave completable tests extend from rxjavatest have disposable tests extend from rxjavatest have exception tests extend from rxjavatest related merging
658.0,6594,1.0,0.0,1.0,1.0,1.0,have unit tests extends rxjavatest this commit updates the unit tests of the following operators flowable maybe observable disposable observer parallel processors schedulersand rxjava pluginrelated merging
658.0,6595,1.0,0.0,1.0,1.0,1.0,have unit tests extends rxjavatest this commit updates the unit tests of the following operators single subjects subscribersand for internal operators internaldisposable internalfuctions internalobservers internalqueue interanlschedulers internalsubscribers internalsubscriptions internaloperatorcompletablerelated merging
